festivalId,festival_title,festival_desc,festival_image,festival_region,festival_place,festival_price,festival_cost,festival_period,festival_start,festival_end
31,외계인 대축제,"외계인은 있을까 없을까?외계인 대축제는 외계인에 대한 이야기를 들을 수 있는 밀양아리랑우주천문대의 대표 축제로, 지난 두 해 동안 코로나로 인하여 연기와 취소를 거듭하다 올해 새롭게 개최된다.축제는 11월 5일부터 6일까지 이틀 간 진행되며 외계인에 대한 과학 지식은 물론, 외계인이 생각나는 특별한 과학 실험, 외계 문화와 노래를 접할 수 있는 등 다양한 콘텐츠가 준비되어 있으니 여러분들의 많은 관심과 참여 바란다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666588229879.jpg,경상남도 밀양시,밀양아리랑우주천문대,"유료 / 성인 5000원, 학생 2000원",유료,2022. 11. 12. ~ 13. / 10:00 - 17:00,2022-11-12,2022-11-13
32,제16회 기장붕장어축제,"바다, 그리고 사람 모두의 페스티벌  제16회 기장붕장어축제국내 최대 붕장어 지역인 부산시 기장군 일광읍 칠암에서 전 세대가 하나되어 즐기는 축제바다를 지키는 해양수산 문화축제기장 칠암으로 가자.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1667523746356.jpg,부산시 기장군,부산시 기장군 일광읍 칠암마을 일원,무료,무료,2022. 11. 11. ~ 13. / 11:00~21:00,2022-11-11,2022-11-13
33,화담숲 가을 단풍 축제,"화담숲이 10월 15일부터 11월 중순까지 한달여 간 <가을 단풍 축제>를 진행한다.국내 단풍 명소로 자리잡은 화담숲은 올 해에도 어김없이 청명한 하늘 아래 시원한 바람과 함께 가을이 찾아와 내장단풍, 당단풍, 털단풍, 노르웨이단풍 등 400여 품종의 형형색색 단풍이 장관을 이룬다. 화담숲은 단풍 축제 기간 쾌적하고 안전한 관람을 위해 하루 관람 인원수를 만명으로 제한하며 사전예약을 통해서만 가을이 주는 선물을 감상할 수 있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1665463640880.jpg,경기도 광주시,화담숲,유료(화담숲 누리집 참고),유료,2022. 10. 15. ~11. 13.,2022-10-15,2022-11-13
34,별바다부산 나이트페스타,"한국관광공사와 부산광역시가 공동으로 10월 1일부터 11월 13일까지 부산 영도, 남구, 해운대구 일대에서 제 1회 별바다부산 나이트페스타를 개최한다. 별바다부산 나이트페스타는 부산 시티뷰 야경과 밤바다 속에서 감성 캠핑을 경험하는 캠핑투나잇, 지역 맥주 등 로컬 음식과 영화를 함께 즐기는 동네방네비프. 음식 전문가와 영화에 등장하는 음식을 즐기고 럭셔리 요트로 부산 야경을 감상하는 나이트 푸드테라스 등 3개의 프로그램으로 구성됐다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1665103483831.jpg,부산시 영도구,"영도마리노오토캠핑장, 용호별빛공원",무료,무료,2022. 10. 1. ~ 11. 13.,2022-10-01,2022-11-13
35,청송사과축제,"[축제소개] 대한민국 대표브랜드 청송사과 경상북도 청송은 적은 강수량과 풍부한 일조량, 깨끗한 자연환경 등 사과를 재배하기 최적의 조건을 갖춘 곳이다. ‘자연이 빚어낸 명품’이라 불리는 청송사과가 무르익는 가을, 풍성한 수확의 기쁨과 청송사과의 맛과 영양을 함께 나누는 청송사과축제가 열린다. 축제에서는 8년 연속 대한민국 대표브랜드 대상을 수상한 청송사과를 테마로 하는 유익하고 즐거운 체험프로그램을 즐길 수 있다. 하늘에서 풍선을 떨어뜨려 황금사과를 찾는 ‘만유인력-황금사과를 찾아라’, 만보기가 달린 방망이로 지퍼백 속의 사과를 두드려 잼을 만드는 ‘꿀잼-사과 난타’ 등 재치 있는 체험도 준비되어 있다. 이밖에도 청송사과 퍼레이드, 사과 올림픽, 사과 가면 무도회 등 다양한 행사가 열린다. [축제TIP] 청송사과란?해발고도 250m, 연평균 기온 12.6℃, 일교차 13.4℃로 육질이 치밀하고 색깔이 고우며, 당도와 산미가 뛰어난 사과이다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664935744894.png,경상북도 청송군,청송읍 용전천 일원(현비암 앞),무료,무료,2022. 11. 9. ~ 13.,2022-11-09,2022-11-13
36,제17회 부산국제매직페스티벌,"※ 4~6일 진행 예정이었던 매직 위크를 연기, 축소 운영하게 됩니다. 부산국제매직페스티벌은 2006년부터 시작되어 문화콘텐츠 산업의 떠오르는 블루오션인 ‘매직’을 테마로 한 국내 100만 매직 매니아의 꿈의 축제인 국내 유일 세계 최대 규모의 마술 페스티벌이다. 올해 11월까지 진행되는 제17회 부산국제매직페스티벌에는 1년 내내 마술로, 매직컨벤션, 제4회 국제매직버스킹챔피언십, 매직위크 등 다양한 행사들이 준비되어있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1655082080678.jpg,부산시 해운대구,행사별 상이,프로그램별 상이(유/무료),무료,2022. 6. 1. ~ 11. 13.,2022-06-01,2022-11-13
37,해남미남(味南)축제,"○ 주제 : 해남에서 맛나요○ 참여 현장참여ㆍ온라인 (해남군 유튜브ㆍ해남군 페이스북,  해남미남축제 누리집)- 주무대(개·폐막식/미남힐링콘서트 등) : 사전예약(해남미남축제 누리집)- 전시·판매관 : 현장 석착순 입장 (안심콜 후 입장)- 체험프로그램 : 사전예약 (카카오톡 채널 ""해남미남축제"")",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1667350361154.jpg,전라남도 해남군,해남군 삼산면 도립공원 잔디구장 일원,무료,무료,2022. 11. 11. ~ 13. / 10:30~17:00,2022-11-11,2022-11-13
38,익산천만송이국화축제,"익산천만송이국화축제는 도시와 농업이 상생하는 축제이며,  전국 최고 규모의 국화정원과 국화분재, 문화공연, 음악분수 등 다양한 볼거리와 즐길거리가 풍성한 축제이다.국화작품 연장전시 안내 : 2022. 10. 31. ~ 11. 13. 중앙체육공원 등 8개소",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1667783606024.jpg,전라북도 익산시,"익산중앙체육공원, 신흥근린공원 3개소, 미륵사지, 용안·유천 생태습지,  익산역",무료,무료,2022. 11. 1. ~ 13.,2022-11-01,2022-11-13
39,서산국화축제,"※ 제23회 서산국화축제 개막행사(2일) 및 첫 주말(5일~6일) 예정 된 문화공연예술행사가 취소되었음을 알려드립니다.서산국화축제 Seosan Chrysanthemum Festival코끝을 자극하는 국화 향기와 더불어 형형색색으로 만발한 <국화정원>을 감상하고 싶다면 서산국화축제장으로 가보자! 잘 익은 사과나무와 어우러져 풍요로운 늦가을 정취를 만끽할 수 있는 경관 연출을 비롯해 국화터널, 대형하트 등의 대형 국화 작품과 다양한 국화분재, 이색적인 국화 조형물 등이 전시되어 있다. 또한 지역 농민들이 직접 재배한 농산물 직거래 장터와 먹거리 장터, 체험부스 운영 등 다양한 볼거리와 즐길거리로 도시와 농촌이 화합하고 어우러질 수 있는 최고의 가을축제이다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666744970186.jpg,충청남도 서산시,국화정원 및 전시관,입장료 무료,무료,2022. 11. 2. ~ 13.,2022-11-02,2022-11-13
40,2022 서점의 날,"한국서점조합연합회는 11월 11일을 서점의 날로 제정·선포하고, 문화체육관광부 지원 하에 매 년 <서점의 날> 기념 사업을 추진하고 있다.서점의 날 기념식과 시상식, 찾아가는 지역서점 정책토론회 등 다양한 문화 행사와 이벤트를 전국 지역서점들과 함께 기념하고 진행한다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666918418721.jpg,서울시 구로구,서울역사박물관 야주개홀,무료,무료,2022. 11. 5. ~ 11.,2022-11-05,2022-11-13
41,2022 SW교육 페스티벌,"※ 본 축제는 개막식 행사를 취소하게 되었습니다. 교육 페스티벌 운영 프로그램은 정상 운영되며, 일부 오프라인 프로그램은 온라인 생중계로만 운영합니다. SW교육 페스티벌은 올해 8회째를 맞는 대한민국 SW교육의 대표적인 행사로 SW·AI교육에 대한 이해증진과 사회전반의 SW·AI교육 활성화를 위해 매년 개최되는 축제이다. SW·AI교육 관련 전시·체험·강연 등 다양한 콘텐츠를 통해 대중들이 SW·AI교육을 쉽고 재미있게 체험해볼 수 있는 특별한 기회가 될 본 행사에 많은 관심과 참여 바란다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1636336123964.jpg,부산시 해운대구,COEX 아셈볼룸 202호,무료,무료,2022. 11. 1. ~ 7. / 09:00~19:00,2022-11-01,2022-11-07
42,2022 청남대 가을 국화축제,"※ 해당 축제는 모든 공연행사를 전면 취소하며, 국화전시위주의 행사로만 운영됩니다. 또한 주말 야간개장도 취소됩니다.대한민국 임시정부 행정수반의 요충지로 자리매김했던 청남대에서 2022 청남대 가을 국화축제를 개최한다.청남대 가을 국화축제는 우리나라 옛 대통령들의 별장이었던 청남대를 산책하며 청남대의 가을 풍경과 국화꽃을 함께 즐길 수 있는 축제이다.이번 축제에서는 다양한 국화 및 조형물, 분재, 야생화, 목부작, 석부작 등 여러 작품들을 관람할 수 있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666830773208.jpg,충청북도 청주시,청남대 일원,"유료. 일반 개인 6,000원 / 단체(20인이상) 5,000원 / 청소년, 군인 개인 4,000원 / 단체 3,000원 / 어린이 / 노인 3,000원 / 단체 2,000원",유료,2022. 10. 22. ~ 11. 6.,2022-10-22,2022-11-06
43,고창 청농원 핑크뮬리 축제,"고창 공음면에 위치한 스테이팜 관광지로, 여름에는 라벤더 정원, 수국정원, 가을에는 핑크뮬리 정원 관람 서비스를 제공하고 있으며 이 외에도 카페, 한옥스테이 시설을 이용할 수 있다. 약 4,000여평의 핑크뮬리 정원에는 다양한 포토존이 준비되어있고 경사진 정원을 따라 독특한 뷰가 매력적인 곳이다. 또한 반려견 동반입장도 가능해 반려견과 함께 좋은 추억을 남기기에 좋은 장소이다. 카페는 높은 천장의 탁트인 전경으로 넓은 잔디밭에서 자녀와 반려견이 뛰어노는동안 편안한 휴식이 가능하며 카페 뒤 대나무숲길과 라벤더 가든 옆 맥문동 산책길에서는 고요한 사색을 즐길 수 있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1667179989432.jpg,전라북도 고창군,고창 청농원 핑크뮬리가든,"입장료 5,000원",유료,2022. 9. 16. ~ 11. 6. / 09:00~17:30 (마지막 입장 17:00),2022-09-16,2022-11-06
44,2022 청남대 가을 국화축제 & 웨딩박람회,"대한민국 임시정부 행정수반의 요충지로 자리매김했던 청남대에서 2022 청남대 가을 국화축제&웨딩박람회를 개최한다.청남대 가을 국화축제는 우리나라 옛 대통령들의 별장이었던 청남대를 산책하며 청남대의 가을 풍경과 국화꽃을 함께 즐길 수 있는 축제이다.이번 축제에서는 다양한 국화 및 조형물, 분재, 야생화, 목부작, 석부작 등 여러 작품들을 관람할 수 있다. 대통령기념관 일원에서 개최되는 청남대 웨딩박람회는 청남대 야외 결혼식에 대한 다양한 정보와 볼거리, 이벤트 등을 제공하는 박람회이다.이번 박람회에서는 웨딩트렁크쇼, 드레스쇼, 커플콘서트, 모의웨딩, 웨딩 영화제등 웨딩에 관한 다양한 이벤트가 열릴 예정이다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666830773208.jpg,충청북도 청주시,청남대 일원,"유료. 일반 개인 6,000원 / 단체(20인이상) 5,000원 / 청소년, 군인 개인 4,000원 / 단체 3,000원 / 어린이 / 노인 3,000원 / 단체 2,000원",유료,2022. 10. 22. ~ 11. 6.,2022-10-22,2022-11-06
45,제2회 금천패션영화제,"※ 해당 축제는 행사 성격의 모든 프로그램을 전면 취소하고, 상영 프로그램 중심으로 운영됩니다. 자세한 사항은 관련 누리집을 참조해주시기 바랍니다.금천패션영화제는 국내 최초, 국내 유일 패션산업 주제 영화제로 금천구의 패션 특화사업을 영화제를 통해 재조명한다.금천 그리고 패션!G밸리패션아울렛단지는 금천의 의류 제조 산업과 결합해 ‘패션 금천’을 만들어가고 있다.패션의 인적 인프라, 산업적 인프라에 소비와 유통까지 결합된 금천은 우리나라 최고의 패션산업 허브다.패션 그리고 영화!패션산업 허브 금천에서 패션과 영화가 만난다. ‘금천’이라는 지역적 특성과 ‘패션’이라는 산업적 특성을 ‘영화’라는 문화 예술의 틀 안에서 잘 버무려 새로운 문화 트랜드를 만들어간다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666830316245.jpg,서울시 금천구,롯데시네마 가산디지털점,무료,무료,2022. 11. 4. ~ 6.,2022-11-04,2022-11-06
46,문경약돌 한우축제,※ 해당 축제는 공연부분은 전면 취소됩니다. 시식행사 및 한우 판매장 등은 정상운영됩니다. 문경에서만 채취할 수 있는 특별한 약돌 거정석을 먹고 자란 문경약돌한우의 건강한 맛과 전통문화의 멋을 함께 느껴보자.“문경약돌한우는 한국종축개량협회에 등록된 혈통등록우에서 생산된 우량송아지를 6-7개월령에 거세하여 문경약돌한우 사양관리프로그램에 의해 문경에서만 생산되는 거정석(일명:약돌)을 배합 사료에 혼합 급여하여 사육하고 있으며 맑고 깨끗한 청정자연의 고장 문경에서 약돌을 먹여 정성 들여 키운 우리 한우이다.”,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666744720091.jpg,경상북도 문경시,문경새재도립공원,무료,무료,2022. 11. 4. ~ 6. / 10:00~18:00,2022-11-04,2022-11-06
47,제7회 홍천사과축제,"홍천사과는 해발 100m ~ 1,000m 지역에서 달콤한 홍로부터 아리수, 시나노골드, 엔비, 후지 등 다양한 품종이 재배되고 있다.올해는 3년만에 대면 행사로 개최하여 아삭아삭 새콤달콤 홍천 사과와 함께 체험을 즐길 수 있다.※ 올해 축제는 개장식, 무대 이벤트, 공연 없이 사과 판매 행사 및 일부 체험 프로그램으로 운영될 예정입니다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666744223651.jpg,강원도 홍천군,도시산림공원 토리숲,입장료 무료,무료,2022. 11. 4. ~ 6. / 09:00 - 17:00,2022-11-04,2022-11-06
